FZ,RL
1068.51,189.60000000000002
1066.91,189.5
1057.52,189.5
1045.66,189.5
1029.73,189.5
1017.54,189.5
1014.82,189.5
1017.73,189.5
1027.93,189.5
1040.43,189.4
1055.6,189.3
1069.19,189.3
1073.92,189.3
1068.25,189.20000000000002
1054.44,189.20000000000002
1038.87,189.20000000000002
1023.81,189.1
1017.97,189.1
1018.36,189.20000000000002
1029.11,189.1
1043.14,189.1
1057.74,189.0
1072.58,189.0
1079.17,189.0
1072.16,189.0
1060.55,188.9
1044.58,188.9
1032.22,188.9
1024.96,188.9
1024.17,188.79999999999998
1030.47,188.9
1041.88,188.79999999999998
1056.54,188.79999999999998
1065.67,188.70000000000002
1072.73,188.70000000000002
1072.34,188.70000000000002
1063.92,188.70000000000002
1049.83,188.70000000000002
1036.14,188.6
1029.47,188.70000000000002
1026.41,188.6
1030.82,188.6
1039.03,188.5
1053.11,188.6
1064.55,188.5
1072.83,188.4
1073.7,188.4
1068.25,188.4
1053.16,188.4
1041.49,188.4
1035.37,188.29999999999998
1029.29,188.4
1034.02,188.29999999999998
1038.3,188.29999999999998
1050.08,188.29999999999998
1064.2,188.2
1070.74,188.2
1074.19,188.1
1071.08,188.1
1059.67,188.1
1046.06,188.1
1036.57,188.1
1033.8,188.0
1033.32,188.1
1039.19,188.0
1046.95,188.0
1055.76,187.89999999999998
1069.1,187.89999999999998
1074.16,187.89999999999998
1073.4,187.89999999999998
1066.51,187.8
1052.83,187.8
1042.23,187.8
1037.39,187.7
1035.18,187.8
1039.22,187.8
1046.42,187.7
1057.31,187.7
1066.48,187.7
1070.84,187.60000000000002
1073.97,187.60000000000002
1067.93,187.60000000000002
1057.55,187.60000000000002
1047.93,187.60000000000002
1042.03,187.5
1037.65,187.5
1040.98,187.5
1048.18,187.5
1055.62,187.5
1064.48,187.39999999999998
1070.68,187.39999999999998
1075.85,187.3
1075.91,187.3
1065.88,187.39999999999998
1054.94,187.3
1050.48,187.3
1044.4,187.3
1045.14,187.3
1047.76,187.2
1056.94,187.3
1063.3,187.2
1072.0,187.2
1074.87,187.2
1078.14,187.10000000000002
1071.3,187.10000000000002
1064.07,187.10000000000002
1056.95,187.10000000000002
1051.61,187.10000000000002
1050.86,187.10000000000002
1052.16,187.0
1057.8,187.10000000000002
1064.01,187.0
1070.37,187.0
1077.24,187.0
1077.48,187.0
1075.42,187.0
1068.62,186.9
1062.71,186.9
1058.08,186.9
1052.37,186.9
1052.28,186.9
1054.77,186.9
1063.07,186.8
1069.36,186.8
1079.52,186.8
1082.56,186.8
1081.48,186.8
1079.69,186.8
1068.77,186.70000000000002
1062.85,186.70000000000002
1058.76,186.70000000000002
1057.31,186.70000000000002
1060.71,186.70000000000002
1065.11,186.70000000000002
1074.65,186.70000000000002
1082.33,186.70000000000002
1085.15,186.6
1086.94,186.6
1083.82,186.6
1078.98,186.6
1074.02,186.5
1070.38,186.5
1067.06,186.6
1066.44,186.5
1071.79,186.5
1075.29,186.5
1084.14,186.5
1091.75,186.5
1092.6,186.5
1089.26,186.5
1083.08,186.5
1077.93,186.5
1076.6,186.4
1073.1,186.5
1073.69,186.5
1076.49,186.4
1079.18,186.4
1084.9,186.4
1093.2,186.5
1095.19,186.5
1094.21,186.4
1088.59,186.4
1082.97,186.29999999999998
1078.99,186.29999999999998
1076.69,186.4
1075.09,186.4
1077.43,186.4
1081.52,186.29999999999998
1087.27,186.29999999999998
1091.14,186.29999999999998
1097.31,186.29999999999998
1097.3,186.29999999999998
1097.19,186.29999999999998
1091.17,186.29999999999998
1089.42,186.20000000000002
1089.13,186.20000000000002
1090.94,186.20000000000002
1090.26,186.20000000000002
1089.65,186.20000000000002
1090.86,186.20000000000002
1093.5,186.20000000000002
1097.11,186.20000000000002
1098.14,186.20000000000002
1093.06,186.1
1090.5,186.20000000000002
1089.01,186.1
1090.76,186.20000000000002
1092.83,186.20000000000002
1094.06,186.20000000000002
1098.01,186.20000000000002
1101.15,186.20000000000002
1103.25,186.20000000000002
1106.68,186.20000000000002
1104.51,186.20000000000002
1101.03,186.20000000000002
1095.11,186.20000000000002
1089.92,186.1
1086.85,186.20000000000002
1087.96,186.20000000000002
1087.96,186.1
1090.25,186.20000000000002
1097.03,186.20000000000002
1101.35,186.1
1105.42,186.20000000000002
1106.33,186.20000000000002
1100.99,186.20000000000002
1096.11,186.20000000000002
1088.9,186.1
1086.83,186.20000000000002
1088.27,186.20000000000002
1089.83,186.1
1095.3,186.1
1098.73,186.20000000000002
1102.97,186.20000000000002
1104.56,186.20000000000002
