FZ,RL
1043.66,192.2
1034.87,192.10000000000002
1032.92,192.2
1036.49,192.2
1046.29,192.10000000000002
1054.37,192.10000000000002
1066.58,192.0
1077.52,192.0
1079.58,191.9
1072.77,191.9
1062.73,191.9
1047.06,191.9
1041.53,191.8
1033.91,191.8
1036.85,191.8
1046.19,191.8
1056.42,191.70000000000002
1072.03,191.70000000000002
1079.29,191.70000000000002
1085.88,191.6
1085.14,191.6
1072.99,191.6
1056.42,191.6
1045.41,191.5
1040.03,191.5
1037.02,191.5
1045.08,191.6
1056.5,191.5
1069.89,191.4
1080.14,191.4
1086.09,191.29999999999998
1085.63,191.29999999999998
1075.58,191.29999999999998
1062.29,191.29999999999998
1048.7,191.29999999999998
1040.3,191.20000000000002
1037.93,191.20000000000002
1039.89,191.20000000000002
1052.13,191.1
1064.32,191.1
1079.97,191.1
1089.86,191.0
1089.52,191.0
1085.67,191.0
1070.74,190.9
1052.23,191.0
1040.71,190.9
1038.34,190.9
1040.98,190.9
1050.29,190.79999999999998
1063.9,190.79999999999998
1080.32,190.79999999999998
1091.64,190.7
1096.98,190.7
1091.29,190.6
1077.24,190.6
1059.25,190.6
1044.39,190.5
1040.4,190.6
1044.47,190.6
1052.12,190.6
1065.66,190.5
1079.83,190.39999999999998
1090.6,190.39999999999998
1098.93,190.39999999999998
1095.07,190.39999999999998
1082.1,190.3
1063.54,190.3
1047.23,190.3
1038.06,190.3
1040.01,190.2
1049.75,190.2
1058.98,190.3
1075.45,190.10000000000002
1090.2,190.10000000000002
1097.03,190.10000000000002
1097.49,190.10000000000002
1084.86,190.0
1068.3,190.0
1051.94,190.10000000000002
1040.11,190.0
1040.42,189.89999999999998
1045.61,189.89999999999998
1058.54,189.89999999999998
1074.49,189.89999999999998
1087.41,189.8
1098.36,189.8
1100.2,189.8
1092.04,189.7
1072.91,189.8
1055.21,189.7
1043.4,189.7
1041.61,189.7
1045.56,189.60000000000002
1055.66,189.60000000000002
1071.55,189.60000000000002
1086.24,189.60000000000002
1096.15,189.5
1103.55,189.5
1095.81,189.5
1080.14,189.4
1063.32,189.4
1049.71,189.4
1043.33,189.4
1045.79,189.4
1056.56,189.3
1070.14,189.4
1085.4,189.3
1097.63,189.20000000000002
1105.99,189.20000000000002
1099.79,189.20000000000002
1089.31,189.20000000000002
1070.5,189.1
1058.67,189.1
1048.67,189.1
1048.19,189.1
1056.21,189.1
1067.69,189.1
1082.96,189.0
1097.24,189.0
1103.82,189.0
1107.21,188.9
1096.32,188.9
1081.43,188.9
1067.18,188.79999999999998
1054.16,188.79999999999998
1053.97,188.79999999999998
1058.29,188.79999999999998
1068.53,188.79999999999998
1079.87,188.79999999999998
1095.95,188.79999999999998
1105.35,188.79999999999998
1108.21,188.70000000000002
1104.7,188.70000000000002
1091.67,188.70000000000002
1075.9,188.6
1066.65,188.6
1060.3,188.6
1060.44,188.6
1071.89,188.6
1081.46,188.6
1093.93,188.5
1106.25,188.5
1114.67,188.5
1109.44,188.4
1104.41,188.4
1087.06,188.4
1076.23,188.4
1067.82,188.4
1066.52,188.4
1071.34,188.4
1081.27,188.29999999999998
1093.53,188.4
1104.63,188.29999999999998
1112.91,188.29999999999998
1115.69,188.2
1107.1,188.29999999999998
1096.88,188.2
1084.98,188.2
1077.58,188.2
1072.13,188.2
1074.96,188.1
1080.77,188.2
1094.91,188.1
1105.87,188.1
1116.84,188.1
1118.2,188.1
1116.4,188.0
1106.48,188.1
1095.34,188.0
1084.55,188.1
1081.02,188.1
1079.93,188.0
1087.47,188.0
1097.3,188.0
1109.5,188.0
1117.68,188.0
1123.63,188.0
1122.15,188.0
1113.4,187.89999999999998
1104.05,187.89999999999998
1090.39,187.89999999999998
1084.87,187.89999999999998
1083.26,187.89999999999998
1088.49,187.89999999999998
1095.12,187.89999999999998
1108.93,187.89999999999998
1120.49,187.89999999999998
1126.91,187.8
1128.74,187.8
1125.58,187.8
1112.79,187.8
1103.88,187.8
1095.85,187.8
1091.98,187.8
1095.25,187.8
1100.93,187.8
1115.7,187.8
1120.23,187.7
1131.85,187.8
1131.19,187.7
1127.45,187.7
1118.86,187.8
1106.42,187.7
1099.32,187.7
1093.27,187.7
1093.68,187.7
1100.61,187.8
1111.2,187.8
1122.0,187.7
1133.24,187.60000000000002
1141.04,187.60000000000002
1142.27,187.60000000000002
1136.88,187.60000000000002
1123.45,187.60000000000002
1109.08,187.60000000000002
1099.66,187.60000000000002
1097.1,187.60000000000002
1099.74,187.60000000000002
1110.52,187.60000000000002
1124.01,187.60000000000002
1137.72,187.60000000000002
1147.15,187.60000000000002
1143.92,187.60000000000002
1131.99,187.60000000000002
1119.98,187.60000000000002
1109.67,187.60000000000002
1107.39,187.5
1109.18,187.60000000000002
1117.06,187.60000000000002
1124.94,187.60000000000002
1138.4,187.60000000000002
1146.27,187.60000000000002
1149.58,187.5
1143.75,187.60000000000002
1132.07,187.5
1117.95,187.60000000000002
1107.76,187.60000000000002
1102.75,187.60000000000002
1101.78,187.60000000000002
1107.64,187.60000000000002
1121.24,187.60000000000002
1132.68,187.5
1141.92,187.5
1147.57,187.60000000000002
1144.32,187.60000000000002
1136.0,187.60000000000002
1124.75,187.60000000000002
1111.58,187.60000000000002
1103.93,187.60000000000002
1099.28,187.60000000000002
1103.58,187.60000000000002
1113.81,187.60000000000002
1126.61,187.5
1138.85,187.60000000000002
1146.71,187.60000000000002
1146.41,187.60000000000002
1141.18,187.60000000000002
1129.31,187.60000000000002
1113.61,187.60000000000002
1102.96,187.60000000000002
1100.1,187.60000000000002
1101.62,187.60000000000002
1111.04,187.60000000000002
1123.25,187.60000000000002
1135.39,187.60000000000002
1144.37,187.60000000000002
1145.57,187.60000000000002
1140.76,187.60000000000002
1128.12,187.60000000000002
1114.58,187.60000000000002
1104.12,187.60000000000002
1099.21,187.60000000000002
1100.9,187.60000000000002
1110.62,187.5
1122.45,187.60000000000002
1132.46,187.5
1141.09,187.60000000000002
1148.43,187.60000000000002
1141.67,187.60000000000002
1133.61,187.60000000000002
1119.38,187.60000000000002
1107.7,187.60000000000002
1102.26,187.60000000000002
1103.75,187.60000000000002
1109.99,187.60000000000002
1117.96,187.60000000000002
1130.6,187.60000000000002
1137.72,187.60000000000002
1143.47,187.60000000000002
1143.51,187.60000000000002
1136.05,187.60000000000002
1123.45,187.60000000000002
1111.83,187.60000000000002
1104.3,187.60000000000002
1100.45,187.60000000000002
1102.86,187.60000000000002
1112.81,187.60000000000002
1127.51,187.5
1139.2,187.60000000000002
1147.0,187.60000000000002
1147.84,187.5
1142.34,187.60000000000002
1130.18,187.60000000000002
1118.51,187.5
1105.97,187.5
1103.83,187.5
1107.77,187.5
1117.05,187.5
1128.98,187.5
1139.84,187.5
1148.8,187.60000000000002
1151.89,187.5
1146.64,187.5
1138.0,187.60000000000002
1124.98,187.60000000000002
1115.32,187.60000000000002
1111.02,187.60000000000002
1108.65,187.5
1116.86,187.60000000000002
1128.24,187.5
1139.04,187.5
1147.89,187.60000000000002
1150.05,187.60000000000002
1153.03,187.60000000000002
1145.63,187.60000000000002
1133.61,187.60000000000002
1123.72,187.60000000000002
1114.56,187.60000000000002
1115.08,187.60000000000002
1120.1,187.60000000000002
1129.8,187.5
1142.82,187.60000000000002
1152.87,187.60000000000002
1162.94,187.5
1161.32,187.5
1153.19,187.5
1143.63,187.60000000000002
1131.91,187.60000000000002
1123.64,187.5
1121.48,187.60000000000002
1125.1,187.60000000000002
1133.64,187.60000000000002
1141.76,187.7
1155.34,187.60000000000002
1163.32,187.7
1166.75,187.7
1163.3,187.60000000000002
1154.18,187.7
1140.83,187.60000000000002
1130.16,187.7
1126.68,187.7
1128.27,187.60000000000002
1134.44,187.8
1145.74,187.7
1157.16,187.8
1165.88,187.8
1173.5,187.7
1169.05,187.8
1160.9,187.8
1148.44,187.8
1135.77,187.8
1130.52,187.7
1129.71,187.8
1134.76,187.89999999999998
1144.15,187.89999999999998
1156.12,187.89999999999998
1166.44,187.89999999999998
1175.86,187.89999999999998
1177.0,187.89999999999998
1166.33,187.89999999999998
1152.83,187.89999999999998
1142.51,187.89999999999998
1134.01,188.0
1133.89,187.89999999999998
1135.85,188.0
1145.69,188.0
1157.76,188.1
1167.27,188.1
1180.89,188.1
1180.44,188.1
1174.25,188.1
1164.14,188.1
1150.2,188.1
1139.23,188.2
1137.27,188.1
1140.22,188.2
1144.76,188.29999999999998
1157.35,188.2
1173.96,188.29999999999998
1185.57,188.29999999999998
1188.77,188.29999999999998
1185.65,188.29999999999998
1171.69,188.29999999999998
1158.71,188.4
1146.92,188.4
1146.02,188.4
1143.28,188.5
1148.71,188.5
1162.05,188.5
1173.01,188.5
1185.62,188.6
1192.43,188.6
1191.77,188.6
1178.03,188.6
1165.27,188.6
1152.67,188.70000000000002
1143.7,188.70000000000002
1144.02,188.70000000000002
1147.28,188.70000000000002
1160.09,188.70000000000002
1174.51,188.79999999999998
1186.41,188.79999999999998
1194.87,188.9
1195.21,188.79999999999998
1187.86,188.9
1174.75,188.9
1157.99,188.9
1149.2,189.0
1142.91,189.0
1145.97,189.1
1155.17,189.1
1171.16,189.1
1181.94,189.20000000000002
1194.72,189.1
1196.67,189.1
1189.07,189.1
1175.37,189.20000000000002
1159.98,189.20000000000002
1147.1,189.3
1140.75,189.20000000000002
1141.19,189.4
1149.48,189.4
1159.58,189.4
1175.59,189.5
1188.71,189.4
1195.52,189.4
1190.56,189.5
1177.54,189.5
1160.93,189.5
1147.59,189.60000000000002
1139.65,189.60000000000002
1136.35,189.60000000000002
1144.22,189.7
1154.81,189.7
1171.79,189.7
1185.33,189.8
1194.95,189.7
1191.92,189.7
1179.53,189.8
1167.05,189.8
1154.51,189.8
1141.14,189.89999999999998
1139.75,190.0
1143.08,190.0
1155.46,189.89999999999998
1168.83,189.89999999999998
1185.25,190.0
1193.86,190.0
1196.04,190.0
1187.37,190.10000000000002
1173.3,190.0
1157.44,190.10000000000002
1146.52,190.2
1142.81,190.2
1144.24,190.2
1153.27,190.3
1167.12,190.3
1184.82,190.3
1196.44,190.3
1201.16,190.3
1191.57,190.39999999999998
1179.26,190.39999999999998
1160.53,190.5
1146.93,190.5
1142.25,190.5
1143.56,190.6
1151.01,190.6
1166.94,190.6
1181.87,190.7
1194.72,190.6
1198.37,190.7
1193.08,190.7
1178.16,190.7
1160.67,190.7
1147.14,190.79999999999998
1135.51,190.9
1133.16,190.9
1138.01,191.0
1147.59,191.0
1161.79,191.0
1179.47,191.0
1189.01,191.0
1182.68,191.0
1170.89,191.0
1153.9,191.0
1137.06,191.1
1127.9,191.1
1122.3,191.20000000000002
1127.91,191.29999999999998
1137.4,191.20000000000002
1152.44,191.29999999999998
1171.26,191.29999999999998
1178.35,191.29999999999998
1177.37,191.29999999999998
1167.18,191.29999999999998
1151.57,191.4
1133.71,191.4
1123.13,191.4
1120.25,191.4
1119.74,191.5
1129.2,191.4
1141.1,191.5
1156.85,191.5
1166.74,191.5
1167.86,191.5
1158.77,191.6
1143.65,191.6
1127.58,191.6
1113.84,191.6
1109.46,191.6
1108.42,191.6
1116.19,191.70000000000002
1127.1,191.70000000000002
1140.82,191.70000000000002
1152.18,191.8
1152.49,191.70000000000002
1142.1,191.70000000000002
1127.42,191.8
1109.48,191.70000000000002
1098.73,191.8
1096.25,191.8
1093.63,191.70000000000002
1101.74,191.8
1111.88,191.8
1123.21,191.8
1133.94,191.8
1134.2,191.8
1131.52,191.8
1117.7,191.70000000000002
1100.78,191.8
1091.95,191.8
1085.73,191.8
1084.79,191.9
1090.94,191.9
1096.7,191.8
1108.63,191.9
1117.48,191.8
1123.11,191.9
1119.5,191.9
1109.27,191.9
1092.85,191.9
1080.45,191.9
1073.68,191.9
1071.29,191.9
1078.31,191.9
1084.11,191.9
1094.53,191.9
1106.85,191.9
1110.42,191.9
1107.25,191.8
1097.85,191.9
1081.67,191.9
1069.52,191.9
1059.14,191.8
1058.73,191.9
1062.18,191.9
1068.19,191.9
1075.71,191.9
1082.86,191.9
1087.51,191.9
1084.67,191.9
1074.67,191.9
1064.65,191.9
1051.89,191.9
1042.97,191.9
1037.22,191.9
1041.49,191.9
1047.17,191.9
1052.75,191.8
1062.79,191.9
1068.53,191.8
1067.95,191.8
1062.52,191.9
1053.73,191.9
1039.03,191.8
1031.25,191.8
1026.52,191.70000000000002
1026.88,191.8
1031.22,191.70000000000002
1040.89,191.6
1052.36,191.6
1062.96,191.6
1068.44,191.6
1064.56,191.5
1055.36,191.5
1040.81,191.5
1029.38,191.5
1024.21,191.5
1023.63,191.4
1026.36,191.29999999999998
1034.65,191.4
1047.31,191.4
1059.56,191.29999999999998
1067.97,191.20000000000002
1067.35,191.20000000000002
1057.21,191.20000000000002
1044.99,191.1
1033.09,191.1
1024.59,191.20000000000002
1017.33,191.1
1021.49,191.1
1024.6,191.1
1038.0,191.1
1051.08,191.0
1059.66,190.9
1063.47,190.9
1058.36,190.9
1046.63,190.79999999999998
1032.36,190.79999999999998
1023.38,190.9
1015.24,190.79999999999998
1013.8,190.79999999999998
1018.85,190.79999999999998
1030.8,190.79999999999998
1042.86,190.6
1056.9,190.6
1063.73,190.5
1062.39,190.5
1051.34,190.5
1039.5,190.5
1024.41,190.5
1016.82,190.39999999999998
1015.21,190.39999999999998
1015.56,190.39999999999998
1025.85,190.39999999999998
1042.11,190.3
1055.86,190.3
1065.56,190.2
1065.4,190.2
1057.17,190.2
1041.03,190.10000000000002
1028.46,190.10000000000002
1018.77,190.10000000000002
1014.73,190.10000000000002
1017.11,190.0
1027.9,190.0
1040.2,189.89999999999998
1054.92,189.89999999999998
1064.18,189.8
1069.71,189.8
1063.23,189.8
1046.61,189.8
1031.76,189.8
1021.76,189.8
1013.86,189.8
1016.82,189.8
1024.51,189.7
1037.83,189.60000000000002
1052.47,189.60000000000002
1066.03,189.5
1070.43,189.5
1066.79,189.5
1054.21,189.5
1039.33,189.5
1024.71,189.4
1018.78,189.5
1019.59,189.4
1028.15,189.3
1039.58,189.3
1055.47,189.3
1066.77,189.3
1074.36,189.20000000000002
1072.63,189.20000000000002
1059.41,189.1
1046.26,189.20000000000002
1031.91,189.1
1027.54,189.1
1023.38,189.1
1029.36,189.20000000000002
1038.88,189.0
1049.96,189.0
1065.47,189.0
1075.87,189.0
1072.85,188.9
1064.75,188.79999999999998
1051.48,188.9
1040.11,188.9
1029.33,188.9
1025.91,188.79999999999998
1031.57,188.79999999999998
1037.07,188.79999999999998
1048.8,188.79999999999998
1061.87,188.70000000000002
1070.66,188.70000000000002
1073.24,188.6
1067.58,188.6
1056.16,188.6
1041.68,188.6
1030.49,188.6
1026.93,188.6
1027.35,188.6
1034.56,188.5
1044.53,188.5
1058.45,188.5
1067.31,188.4
1071.71,188.4
1067.54,188.29999999999998
1058.09,188.29999999999998
1044.15,188.29999999999998
1034.22,188.2
1027.79,188.2
1028.15,188.29999999999998
1033.49,188.2
1044.8,188.2
1055.45,188.2
1065.81,188.1
1072.99,188.1
1069.42,188.1
1065.55,188.0
1050.88,188.0
1037.59,188.0
1031.99,187.89999999999998
1030.54,187.89999999999998
1035.02,187.89999999999998
1044.06,187.89999999999998
1056.78,187.89999999999998
1065.34,187.8
1075.68,187.89999999999998
1073.03,187.7
1068.01,187.8
1058.62,187.7
1046.38,187.7
1040.18,187.8
1037.8,187.7
1038.34,187.60000000000002
1042.61,187.7
1051.5,187.60000000000002
1060.4,187.60000000000002
1069.97,187.5
1072.11,187.60000000000002
1069.02,187.5
1062.53,187.39999999999998
1052.6,187.5
1043.73,187.39999999999998
1041.14,187.39999999999998
1039.81,187.39999999999998
1044.37,187.39999999999998
1050.8,187.3
1060.53,187.3
1070.19,187.3
1072.82,187.2
1073.58,187.2
1069.08,187.2
1061.21,187.2
1056.36,187.2
1047.62,187.2
1046.74,187.2
1048.74,187.10000000000002
1052.36,187.2
1061.37,187.2
1068.4,187.0
1078.71,187.10000000000002
1079.96,187.10000000000002
1075.65,187.0
1070.83,187.0
1062.37,187.0
1054.28,187.0
1053.18,187.0
1052.84,187.0
1056.51,187.0
1060.68,186.9
1070.48,186.9
1077.76,186.9
1084.3,186.8
1081.23,186.9
1076.91,186.8
1067.3,186.8
1059.82,186.8
1056.69,186.8
1055.63,186.8
1058.4,186.70000000000002
1063.89,186.70000000000002
1071.26,186.70000000000002
1077.01,186.70000000000002
1081.7,186.70000000000002
1085.02,186.70000000000002
1080.7,186.6
1073.5,186.6
1065.38,186.6
1062.27,186.6
1060.76,186.6
1060.7,186.5
1065.73,186.6
1070.69,186.6
1080.05,186.6
1088.69,186.5
1086.6,186.5
1086.15,186.5
1077.96,186.5
1074.4,186.5
1068.47,186.5
1065.57,186.4
1065.75,186.4
1069.37,186.4
1073.88,186.4
1082.01,186.4
1087.8,186.4
1091.86,186.4
1090.73,186.4
1086.93,186.29999999999998
1081.59,186.29999999999998
1078.17,186.4
1075.38,186.29999999999998
1072.6,186.4
1074.6,186.29999999999998
1075.37,186.29999999999998
1083.57,186.29999999999998
1088.14,186.29999999999998
1094.97,186.29999999999998
1095.52,186.20000000000002
1094.26,186.29999999999998
1088.07,186.20000000000002
1081.61,186.29999999999998
1078.09,186.20000000000002
1077.13,186.29999999999998
1076.63,186.20000000000002
1082.24,186.29999999999998
1083.91,186.29999999999998
1091.43,186.1
1097.01,186.20000000000002
1099.02,186.1
1098.07,186.1
1096.27,186.1
1090.81,186.1
1089.22,186.1
1090.96,186.0
1089.0,186.1
1090.11,186.1
1088.7,186.0
1093.05,186.1
1095.7,186.0
1098.85,186.0
1098.16,186.0
1095.83,186.0
1091.89,186.1
1092.78,186.0
1092.56,186.0
1092.56,186.0
1095.11,186.0
1100.22,186.0
1103.23,186.0
1109.77,186.0
1105.96,186.0
1102.7,186.0
1099.24,186.0
1094.33,186.0
1090.68,186.0
1089.72,186.0
1091.63,186.0
1093.99,186.0
1098.71,186.0
1103.54,186.0
1108.2,186.0
1106.11,186.0
1106.39,186.0
1100.81,186.0
1094.46,186.0
1092.54,186.0
1091.47,186.0
1091.27,185.9
1091.44,186.0
1094.37,186.0
1100.14,186.0
1104.46,185.9
1106.56,186.0
1103.26,185.9
1100.62,186.0
1096.13,186.1
1093.48,185.9
1090.56,185.9
1087.9,185.9
1090.93,186.0
1090.44,185.9
1092.14,185.9
1098.49,186.0
1102.68,186.0
1106.07,186.0
1102.41,186.0
1097.43,185.9
1094.45,185.9
1091.06,185.9
1090.02,186.0
1091.63,186.0
1091.46,185.9
1096.05,185.9
1100.18,185.9
1105.99,186.0
1107.3,186.0
1106.05,185.9
1100.0,185.9
1093.8,186.0
1089.69,185.9
1087.71,186.0
1090.54,186.0
1088.01,185.9
1092.95,186.0
1098.9,186.0
1103.62,186.0
1104.87,185.9
1105.02,186.0
1099.74,186.0
1093.92,186.0
1090.05,185.9
1088.21,185.9
1090.57,185.9
1095.88,186.0
1096.57,185.9
1103.42,186.0
1104.92,185.9
1108.7,186.0
1106.71,185.9
1103.06,185.9
1098.73,185.9
1094.57,185.9
1092.97,185.9
1093.54,185.9
1096.41,186.0
1097.05,185.9
1101.67,186.0
1108.36,185.9
1112.48,185.9
1110.3,185.9
1106.4,186.0
1104.66,185.9
1097.13,185.9
1093.8,185.9
1095.97,185.9
1097.14,185.9
1100.46,185.9
1104.2,185.9
1107.38,185.9
1112.66,186.0
1113.35,185.9
1111.59,185.9
1106.08,186.0
1102.77,185.9
1097.79,185.9
1098.87,185.9
1099.21,185.9
1101.75,185.9
1106.24,185.9
1112.98,185.9
1115.4,185.9
1117.27,186.0
1113.71,186.0
1110.44,186.0
1106.79,185.9
1103.55,185.9
1103.63,185.9
1104.02,185.9
1107.48,186.0
1114.98,186.0
1117.39,185.9
1123.24,185.9
1129.19,185.9
1125.76,185.9
1121.84,185.9
1115.85,185.9
1113.08,185.9
1110.4,185.9
1112.52,186.0
1116.04,185.9
1117.79,186.0
1123.88,185.9
1128.65,186.0
1135.53,185.9
1136.38,186.0
1133.23,185.9
1128.56,185.9
1123.03,186.0
1119.32,186.0
1120.14,186.0
1123.32,186.0
1126.82,186.0
1136.05,186.0
1140.67,186.0
1144.82,186.0
1146.66,186.1
1145.43,186.1
1136.93,186.0
1131.6,186.0
1129.52,186.1
1126.08,186.1
1130.82,186.1
1134.58,186.20000000000002
1141.93,186.29999999999998
1147.32,186.20000000000002
1153.11,186.20000000000002
1155.41,186.20000000000002
1156.14,186.20000000000002
1149.22,186.29999999999998
1143.75,186.29999999999998
1141.05,186.29999999999998
1136.21,186.4
1137.3,186.4
1140.31,186.4
1146.84,186.4
1152.83,186.4
1158.81,186.5
1164.4,186.4
1162.57,186.5
1159.84,186.6
1151.99,186.6
1144.91,186.6
1141.32,186.6
1141.37,186.70000000000002
1144.0,186.70000000000002
1151.41,186.70000000000002
1157.05,186.8
1169.13,186.8
1175.73,186.8
1174.14,186.70000000000002
1170.04,186.8
1160.04,186.9
1153.5,187.0
1145.54,186.9
1143.33,187.0
1143.05,187.0
1148.09,187.10000000000002
1157.59,187.10000000000002
1167.7,187.10000000000002
1174.87,187.10000000000002
1177.74,187.10000000000002
1174.24,187.10000000000002
1166.32,187.10000000000002
1155.2,187.3
1148.88,187.3
1141.59,187.3
1142.17,187.3
1146.94,187.3
1157.49,187.39999999999998
1167.69,187.5
1179.16,187.5
1185.32,187.5
1178.45,187.5
1169.05,187.5
1159.73,187.60000000000002
1148.68,187.60000000000002
1144.58,187.7
1142.29,187.8
1147.24,187.8
1155.4,187.8
1167.53,187.8
1178.97,187.8
1185.12,187.89999999999998
1181.78,187.8
1172.19,187.89999999999998
1161.67,188.0
1150.26,188.0
1145.48,188.1
1140.61,188.1
1146.13,188.1
1155.61,188.1
1166.92,188.2
1181.05,188.2
1186.6,188.2
1186.74,188.2
1173.74,188.29999999999998
1163.66,188.29999999999998
1151.06,188.4
1140.97,188.29999999999998
1139.86,188.5
1139.2,188.5
1147.34,188.5
1162.97,188.5
1175.7,188.6
1185.93,188.6
1185.0,188.6
1179.56,188.6
1168.05,188.6
1155.2,188.6
1145.99,188.70000000000002
1140.56,188.79999999999998
1141.65,188.79999999999998
1147.17,188.9
1161.73,188.9
1175.81,189.0
1187.82,189.0
1193.92,189.0
1187.26,189.0
1176.03,189.0
1162.76,189.0
1150.61,189.20000000000002
1142.55,189.3
1142.68,189.3
1148.02,189.3
1162.0,189.3
1177.76,189.4
1192.94,189.4
1196.12,189.5
1191.53,189.4
1184.12,189.5
1167.31,189.60000000000002
1154.03,189.60000000000002
1145.47,189.7
1141.39,189.7
1145.72,189.7
1156.65,189.8
1173.44,189.8
1186.97,189.8
1197.05,189.89999999999998
1195.16,189.89999999999998
1183.91,189.89999999999998
1167.21,190.0
1151.93,190.0
1141.88,190.10000000000002
1139.3,190.2
1140.84,190.2
1151.64,190.2
1166.71,190.2
1182.51,190.2
1192.81,190.3
1193.64,190.3
1183.09,190.3
1166.16,190.39999999999998
1151.63,190.39999999999998
1137.83,190.39999999999998
1133.95,190.5
1135.62,190.6
1144.99,190.7
1159.59,190.6
1175.11,190.7
1186.13,190.6
1187.19,190.7
1178.93,190.7
1164.42,190.7
1150.37,190.79999999999998
1137.44,190.79999999999998
1127.54,190.9
1128.6,190.9
1134.05,190.9
1149.12,190.9
1164.23,191.0
1175.99,191.1
1182.32,191.0
1174.67,191.0
1162.45,191.1
1144.7,191.1
1129.33,191.20000000000002
1122.55,191.20000000000002
1119.53,191.20000000000002
1124.18,191.20000000000002
1133.53,191.29999999999998
1148.2,191.29999999999998
1162.56,191.29999999999998
1169.99,191.4
1164.21,191.4
1152.55,191.29999999999998
1136.2,191.29999999999998
1122.63,191.4
1112.94,191.5
1112.32,191.5
1114.82,191.5
1123.08,191.6
1136.5,191.6
1151.43,191.6
912.91,194.4
922.11,194.4
927.38,194.3
924.0,194.3
911.33,194.3
897.18,194.4
885.26,194.4
880.14,194.4
880.83,194.4
886.02,194.5
897.46,194.4
909.67,194.5
919.17,194.5
925.41,194.5
925.36,194.5
915.16,194.5
903.65,194.5
892.93,194.5
888.96,194.5
885.55,194.60000000000002
889.51,194.60000000000002
899.08,194.60000000000002
911.96,194.60000000000002
920.96,194.60000000000002
927.44,194.60000000000002
924.09,194.60000000000002
916.17,194.60000000000002
901.62,194.60000000000002
888.51,194.60000000000002
877.97,194.7
875.33,194.7
877.83,194.8
886.08,194.7
896.73,194.7
907.05,194.8
914.54,194.7
915.84,194.7
908.19,194.7
897.4,194.7
884.96,194.8
876.88,194.7
873.03,194.8
875.33,194.7
882.96,194.7
891.02,194.8
904.18,194.8
910.5,194.8
913.94,194.7
908.11,194.7
898.77,194.7
884.06,194.8
874.83,194.8
865.83,194.8
865.28,194.8
868.53,194.8
877.9,194.8
886.33,194.8
893.66,194.8
898.46,194.8
894.19,194.8
883.16,194.8
869.16,194.8
858.75,194.8
849.15,194.8
848.06,194.8
851.07,194.89999999999998
860.29,194.8
869.36,194.8
874.89,194.8
880.88,194.8
879.07,194.8
869.21,194.8
857.32,194.89999999999998
844.77,194.8
834.86,194.8
832.14,194.8
835.97,194.8
841.23,194.8
851.44,194.8
857.79,194.8
864.33,194.8
866.87,194.89999999999998
860.56,194.7
849.69,194.8
838.7,194.7
825.74,194.8
822.64,194.7
825.96,194.7
832.35,194.7
843.87,194.7
853.27,194.60000000000002
862.96,194.60000000000002
866.97,194.5
865.08,194.5
855.09,194.5
841.9,194.5
831.96,194.5
825.53,194.5
823.71,194.5
830.43,194.4
838.34,194.4
852.08,194.4
866.08,194.4
875.0,194.3
876.7,194.3
870.15,194.3
856.99,194.3
843.61,194.20000000000002
832.38,194.3
827.18,194.20000000000002
830.87,194.3
839.86,194.20000000000002
852.19,194.20000000000002
865.17,194.1
873.16,194.1
880.41,194.1
876.94,194.1
867.05,194.1
851.1,194.0
839.53,194.1
833.31,194.0
831.81,194.0
841.63,194.0
850.79,194.0
862.67,193.9
875.58,193.9
883.25,193.9
881.36,193.9
873.36,193.79999999999998
859.02,193.9
845.39,193.9
838.04,193.9
836.19,193.79999999999998
839.89,193.79999999999998
847.06,193.79999999999998
860.22,193.79999999999998
874.62,193.70000000000002
882.56,193.70000000000002
885.49,193.70000000000002
880.84,193.6
866.1,193.70000000000002
851.7,193.6
838.4,193.70000000000002
834.7,193.6
838.83,193.6
846.25,193.5
859.46,193.5
870.89,193.6
881.9,193.5
886.32,193.5
883.29,193.5
872.08,193.4
853.62,193.4
841.93,193.4
835.29,193.5
835.28,193.5
842.97,193.4
854.49,193.4
864.71,193.29999999999998
878.27,193.29999999999998
884.39,193.29999999999998
885.48,193.2
875.22,193.2
860.87,193.29999999999998
847.91,193.2
836.83,193.2
836.88,193.2
844.86,193.2
851.12,193.2
865.02,193.2
877.14,193.2
884.09,193.2
885.13,193.1
880.86,193.1
869.55,193.1
855.0,193.0
846.72,193.0
841.84,193.1
845.25,193.1
850.59,193.1
860.43,193.0
872.37,193.0
882.79,193.0
889.12,192.89999999999998
888.14,192.89999999999998
878.77,192.89999999999998
863.55,192.8
851.56,192.89999999999998
844.83,192.8
843.98,192.89999999999998
849.02,192.89999999999998
861.65,192.8
872.28,192.8
885.43,192.8
890.2,192.8
892.17,192.7
883.74,192.7
872.12,192.7
859.18,192.7
850.0,192.7
846.61,192.7
853.7,192.7
861.18,192.7
869.51,192.7
882.37,192.60000000000002
889.24,192.7
894.89,192.7
888.35,192.60000000000002
879.42,192.60000000000002
866.5,192.60000000000002
858.75,192.60000000000002
852.81,192.60000000000002
854.57,192.60000000000002
860.7,192.60000000000002
869.99,192.5
882.02,192.5
888.27,192.5
893.13,192.5
892.0,192.5
885.46,192.5
875.0,192.5
866.21,192.39999999999998
859.4,192.5
858.17,192.39999999999998
861.29,192.39999999999998
870.38,192.5
880.74,192.39999999999998
890.91,192.39999999999998
